"response_id","q1_relationship","q1_other_note","q2_years","q3_attractions","q3_other","q4_interests","q5_visits","q6_days","q7_reason","q7_other","q8_transport","q8_other","q9_migration","q10_engagement","q10_details","q11_skills","q11_other"
"96","④ 親戚・知人","","⑥ 15～20年未満","⑥ 人柄・土地柄|② 都市機能|① 自然","","③ ご当地ニュース","① 0回","⑦ 20～29日","② 親戚・知人との交流","","④ 船舶","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"97","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","② 都市機能|⑨ その他【自由記述】|⑤ 特産品","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","③ 2～4回","② 1～2日","⑤ 観光・イベント","","③ 飛行機","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"98","① 住所地","","⑥ 15～20年未満","","","","","","","","","","","","","⑩ 農林水産",""
"99","② 出身","","⑨ 30年以上","① 自然|④ 観光|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","③ 2～4回","⑥ 15～19日","③ 仕事","","① 自家用車","","② 関心あり","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"100","① 住所地","","④ 5～10年未満","","","","","","","","","","","","","⑦ 建築・土木",""
"101","② 出身","","⑦ 20～25年未満","⑤ 特産品|⑥ 人柄・土地柄|① 自然","","③ ご当地ニュース","③ 2～4回","⑧ 30日以上","① 帰省","","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","② 医療・介護",""
"102","② 出身","","③ 3～5年未満","⑦ 居住地との距離|③ 歴史・文化|④ 観光","","④ 担い手募集","② 1回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","④ 特に希望しない","② 定期的な訪問","","④ デジタル",""
"103","④ 親戚・知人","","⑧ 25～30年未満","④ 観光|⑦ 居住地との距離|① 自然","","④ 担い手募集","④ 5～10回","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑪ その他【自由記述】","データ分析および生成AIの活用"
"104","① 住所地","","⑧ 25～30年未満","","","","","","","","","","","","","⑩ 農林水産",""
"105","⑦ ふるさと納税","","⑧ 25～30年未満","④ 観光|⑥ 人柄・土地柄|⑦ 居住地との距離","","① イベント","② 1回","② 1～2日","④ 担い手活動","","③ 飛行機","","③ いずれ検討する可能性がある","② 定期的な訪問","","② 医療・介護",""
"106","④ 親戚・知人","","⑨ 30年以上","⑤ 特産品|⑧ 著名人・作品のゆかりがある|④ 観光","","③ ご当地ニュース","① 0回","④ 6～9日","② 親戚・知人との交流","","③ 飛行機","","④ 特に希望しない","② 定期的な訪問","","② 医療・介護",""
"107","⑤ 仕事","","⑥ 15～20年未満","⑦ 居住地との距離|④ 観光|③ 歴史・文化","","④ 担い手募集","① 0回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","② 定期的な訪問","","⑥ 経営支援",""
"108","① 住所地","","③ 3～5年未満","","","","","","","","","","","","","⑤ 広報",""
"109","⑦ ふるさと納税","","③ 3～5年未満","② 都市機能|③ 歴史・文化|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","⑤ 11回以上","⑥ 15～19日","③ 仕事","","④ 船舶","","① 具体的に検討中","② 定期的な訪問","","⑩ 農林水産",""
"110","④ 親戚・知人","","⑦ 20～25年未満","⑤ 特産品|② 都市機能|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","② 1回","⑥ 15～19日","② 親戚・知人との交流","","③ 飛行機","","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","④ デジタル",""
"111","⑦ ふるさと納税","","③ 3～5年未満","⑤ 特産品|② 都市機能|③ 歴史・文化","","③ ご当地ニュース","③ 2～4回","⑥ 15～19日","② 親戚・知人との交流","","③ 飛行機","","② 関心あり","⓪ 未定","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"112","③ 居住経験","","④ 5～10年未満","⑤ 特産品|③ 歴史・文化|⑦ 居住地との距離","","① イベント","② 1回","② 1～2日","③ 仕事","","① 自家用車","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"113","⑨ 特にない","","⑧ 25～30年未満","② 都市機能|③ 歴史・文化|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","④ 5～10回","④ 6～9日","③ 仕事","","② 鉄道","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"114","⑨ 特にない","","⑧ 25～30年未満","⑨ その他【自由記述】|⑦ 居住地との距離|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","② 地域の魅力","③ 2～4回","⑥ 15～19日","⑥ その他【自由記述】","伝統的な祭りに参加するため","④ 船舶","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑧ 国際",""
"115","② 出身","","⑥ 15～20年未満","⑧ 著名人・作品のゆかりがある|⑦ 居住地との距離|⑤ 特産品","","④ 担い手募集","④ 5～10回","⑦ 20～29日","④ 担い手活動","","③ 飛行機","","① 具体的に検討中","② 定期的な訪問","","④ デジタル",""
"116","③ 居住経験","","⑤ 10～15年未満","⑨ その他【自由記述】|⑦ 居住地との距離|⑤ 特産品","地元の温泉文化と食事が素晴らしい","① イベント","② 1回","① 0日","③ 仕事","","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"117","③ 居住経験","","⑥ 15～20年未満","⑧ 著名人・作品のゆかりがある|④ 観光|⑤ 特産品","","① イベント","② 1回","⑥ 15～19日","⑤ 観光・イベント","","② 鉄道","","④ 特に希望しない","⓪ 未定","","② 医療・介護",""
"118","④ 親戚・知人","","② 2～3年未満","⑥ 人柄・土地柄|⑧ 著名人・作品のゆかりがある|⑤ 特産品","","② 地域の魅力","④ 5～10回","② 1～2日","③ 仕事","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑨ 交通",""
"119","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","① 1年未満","③ 歴史・文化|② 都市機能|⑥ 人柄・土地柄","","④ 担い手募集","⑤ 11回以上","⑤ 10～14日","③ 仕事","","③ 飛行機","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","③ 教育・保育",""
"120","⑨ 特にない","","⑤ 10～15年未満","④ 観光|⑥ 人柄・土地柄|⑤ 特産品","","④ 担い手募集","① 0回","③ 3～5日","① 帰省","","① 自家用車","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"121","⑤ 仕事","","② 2～3年未満","⑥ 人柄・土地柄|⑦ 居住地との距離|③ 歴史・文化","","③ ご当地ニュース","① 0回","⑦ 20～29日","① 帰省","","③ 飛行機","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"122","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","③ 3～5年未満","③ 歴史・文化|⑤ 特産品|④ 観光","","① イベント","④ 5～10回","④ 6～9日","③ 仕事","","① 自家用車","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑪ その他【自由記述】","データ分析および生成AIの活用"
"123","⑥ 観光","","⑥ 15～20年未満","① 自然|⑨ その他【自由記述】|④ 観光","地元の温泉文化と食事が素晴らしい","④ 担い手募集","② 1回","⑥ 15～19日","⑥ その他【自由記述】","伝統的な祭りに参加するため","④ 船舶","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"124","⑤ 仕事","","⑤ 10～15年未満","② 都市機能|⑥ 人柄・土地柄|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","② 1回","④ 6～9日","③ 仕事","","④ 船舶","","① 具体的に検討中","⓪ 未定","","⑧ 国際",""
"125","⑥ 観光","","⑧ 25～30年未満","⑨ その他【自由記述】|④ 観光|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","④ 担い手募集","② 1回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","② 関心あり","② 定期的な訪問","","⑥ 経営支援",""
"126","⑥ 観光","","③ 3～5年未満","③ 歴史・文化|① 自然|⑤ 特産品","","③ ご当地ニュース","② 1回","② 1～2日","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","② 定期的な訪問","","④ デジタル",""
"127","⑦ ふるさと納税","","② 2～3年未満","⑧ 著名人・作品のゆかりがある|① 自然|⑥ 人柄・土地柄","","④ 担い手募集","④ 5～10回","⑧ 30日以上","④ 担い手活動","","④ 船舶","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑪ その他【自由記述】","データ分析および生成AIの活用"
"128","② 出身","","⑧ 25～30年未満","⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある|⑤ 特産品","","② 地域の魅力","⑤ 11回以上","⑦ 20～29日","④ 担い手活動","","④ 船舶","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","① まちづくり",""
"129","④ 親戚・知人","","③ 3～5年未満","① 自然|⑦ 居住地との距離|⑤ 特産品","","③ ご当地ニュース","⑤ 11回以上","⑦ 20～29日","⑤ 観光・イベント","","③ 飛行機","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"130","⑤ 仕事","","① 1年未満","② 都市機能|⑦ 居住地との距離|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","③ 3～5日","⑤ 観光・イベント","","③ 飛行機","","② 関心あり","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"131","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","① 自然|⑦ 居住地との距離|⑤ 特産品","","② 地域の魅力","⑤ 11回以上","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"132","③ 居住経験","","④ 5～10年未満","⑦ 居住地との距離|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","① イベント","④ 5～10回","② 1～2日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"133","⑨ 特にない","","① 1年未満","⑨ その他【自由記述】|① 自然|② 都市機能","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","④ 6～9日","② 親戚・知人との交流","","③ 飛行機","","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑤ 広報",""
"134","⑨ 特にない","","② 2～3年未満","⑦ 居住地との距離|⑥ 人柄・土地柄|⑤ 特産品","","③ ご当地ニュース","④ 5～10回","⑥ 15～19日","④ 担い手活動","","② 鉄道","","④ 特に希望しない","② 定期的な訪問","","⑦ 建築・土木",""
